id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
5537682,The Rectory,28715964,David,,Lincoln Park,41.92182,-87.66214,Entire home/apt,275,2,109,2020-06-01,1.79,2,59
5537683,The Chapel: Great family spot,28715964,David,,Lincoln Park,41.92052,-87.66186,Entire home/apt,148,2,134,2020-03-15,2.09,2,58
5545645,Spacious 2BR conenviently located,28681150,Kim & Bob,,West Town,41.89631,-87.69999,Entire home/apt,89,1,66,2020-01-01,1.13,1,89
5571262,Sunny 3 Level Apt,12549865,Holly,,West Town,41.89807,-87.67336,Entire home/apt,275,2,74,2019-10-14,1.17,1,8
5576190,Orange Room for 1 or 2 guest @ SouthShore Bungalow,28501460,Delia,,South Shore,41.76469,-87.57215,Private room,30,7,53,2019-11-27,0.86,6,353
5576191,Yellow room+ for 1-4 guests @ South Shore bungalow,28501460,Delia,,South Shore,41.76264,-87.57232,Private room,30,1,29,2020-02-28,0.51,6,353
5601166,Purple palace in West Town!,10929290,Aaron & Molly,,West Town,41.89541,-87.67537,Private room,80,4,55,2020-02-19,0.87,1,256
5602585,❤️ Cozy studio ❤️ only 1/2 block from Wrigley :),29044814,Ivan,,Lake View,41.94706,-87.65888,Entire home/apt,174,1,55,2020-01-01,0.89,1,349
5629872,Historic Logan Square Home w/ 3 Ensuite Bathrooms!,22173890,Maureen,,Logan Square,41.92845,-87.71325,Entire home/apt,500,2,38,2020-02-16,0.60,1,0
5632638,Wicker Park Urban Oasis,17052211,Yolie,,West Town,41.909,-87.67689,Private room,105,2,57,2019-10-21,0.91,2,362
5645139,Vintage Uptown Loft with Queen Bed & Private Bath,13195824,Amy,,Uptown,41.96834,-87.65851,Private room,71,3,131,2019-12-15,2.11,1,293
5651414,Private bath & bdrm in lovely condo,847592,Jennifer,,West Town,41.89403,-87.68075,Private room,50,1,102,2019-05-27,1.64,1,170
5681790,Charming 2 BR in Lincoln Park,29456819,Julie,,Lincoln Park,41.91926,-87.65052,Entire home/apt,210,2,135,2019-10-21,2.18,1,360
5694572,Lincoln Park Townhome (LP12) MONTHLY,33004,At Home Inn,,Lincoln Park,41.92182,-87.64175,Entire home/apt,250,7,9,2020-03-31,0.16,10,316
5712768,Professionally Cleaned 5BR 2BA Chicago Condo,22567195,Tim,,Logan Square,41.91925,-87.69096,Entire home/apt,127,3,188,2020-05-17,2.94,2,350
5785758,St. Ruby's Flats C - Easy Access to Loop (20 min),250400,Dan,,South Lawndale,41.8529,-87.69617,Private room,59,15,17,2019-11-02,0.30,8,365
5790620,2BR/2BA big balcony 46FLR Lake View,3965428,Rob,,Near North Side,41.89068,-87.62658,Entire home/apt,300,60,6,2015-09-07,0.10,76,365
5794319,Sunny Logan Square Bedroom,30052358,Julissa,,Logan Square,41.92046,-87.71656,Private room,35,1,316,2020-03-18,7.25,1,35
5804791,Saint Ruby's Flats A - 20 minutes to  Loop by El,250400,Dan,,South Lawndale,41.85284,-87.69831,Private room,45,15,15,2020-04-08,0.26,8,296
5805991,Saint Ruby's Flats B Easy Loop Access by El,250400,Dan,,South Lawndale,41.85418,-87.69619,Private room,62,21,10,2019-12-01,0.21,8,340
5814832,Winchester Private Studio Apartment,21143101,Mari Pat,,Lincoln Square,41.97142,-87.67635,Entire home/apt,97,2,101,2019-10-20,1.61,1,0
5824524,Great Studio in Historic Gold Coast,30232079,Jason,,Near North Side,41.90122,-87.62933,Entire home/apt,145,1,8,2019-05-22,0.13,1,169
5836043,"Great for Longer Stays, Highly Rated",2209061,Michelle,,West Town,41.90138,-87.67335,Entire home/apt,145,3,53,2020-03-16,0.84,2,155
5847065,Goose & Fox Hostel Lincoln Park,30356781,Greg,,Lincoln Park,41.91727,-87.65334,Private room,56,1,157,2020-03-15,2.51,2,89
5850897,"McCormick Place, Downtown Chicago, Museums, & more",22588707,Brandon,,Grand Boulevard,41.81214,-87.61231,Private room,99,2,25,2019-10-22,0.41,1,365
5851115,Great Place Garfield Park 3 Bedroom,28811949,Seth & Mike,,West Garfield Park,41.87478,-87.72131,Entire home/apt,95,1,310,2020-06-03,4.89,1,281
5858718,Wrigleyville/Lakeview Luxury Condo,11968764,Karen,,Lake View,41.9425,-87.65234,Entire home/apt,1232,3,0,,,1,362
5861971,Funky & Cozy Designer Apt/ 4 stops from Downtown,11710780,Robert,,East Garfield Park,41.88675,-87.7066,Entire home/apt,55,3,104,2020-05-09,1.70,1,349
5863177,✔ 30% off 7+ Days - Sunny Room by DePaul/Train,8549643,Trove,,Lincoln Park,41.91829,-87.65258,Private room,85,1,155,2019-12-18,2.47,12,0
5869607,Lights!Camera!Action!Cool! Take 2,26957265,Beth,,West Town,41.88918,-87.68012,Entire home/apt,200,1,32,2019-10-20,0.60,4,0
5874798,Private bedroom/bath/entry in Lakeview,30507677,Dorene,,Lake View,41.94084,-87.65781,Private room,79,2,205,2020-03-18,3.26,1,358
5882164,EPIC LOCATION BY HANCOCK TOWER 2 BEDROOM,3965428,Rob,,Near North Side,41.89862,-87.62138,Entire home/apt,250,31,5,2018-06-01,0.08,76,365
5929998,Modern urban oasis,15867500,Rahul,,West Town,41.91033,-87.68444,Entire home/apt,150,3,43,2019-07-06,0.80,1,0
5933672,Luxurious 2br 2ba Condo RIVER WEST,3965428,Rob,,Near West Side,41.88676,-87.64253,Entire home/apt,300,90,0,,,76,321
5977874,Coolest Wicker Park 2-Bed !! Long Term Available.,16864162,Brittany,,West Town,41.90531,-87.66713,Entire home/apt,89,14,210,2020-03-15,3.46,3,114
5980645,Sidh  Arya,31050127,Siddharth,,Hermosa,41.93433,-87.73945,Private room,29,1,52,2020-02-17,0.83,2,322
5981743,Private room in Art Gallery ((:,24676863,William,,West Town,41.91011,-87.6771,Private room,89,1,21,2019-10-19,0.33,4,103
5990023,Amazing 1BR / 1.5 Ba in Iconic Bldg,2649175,Abhinav,,Near North Side,41.89169,-87.62105,Entire home/apt,285,3,39,2019-10-20,0.63,1,364
5996942,"Spacious suite near CTA/orange line, McKinley Park",30836055,Ying,,Mckinley Park,41.82962,-87.67529,Entire home/apt,59,2,78,2020-02-16,1.57,1,351
6000726,Stylish 1BD Coach House in the city,19134284,Jonah,,Avondale,41.93583,-87.69361,Entire home/apt,87,3,133,2020-04-19,2.16,1,179
6000922,"Bright cheerful, friendly home!",31152408,Daria,,Edgewater,41.99783,-87.66232,Private room,75,1,195,2020-01-10,3.19,1,332
6003054,New Luxury Master Bedroom and Bath,11156544,Rebecca,,Irving Park,41.9444,-87.7302,Private room,60,1,85,2019-08-24,1.39,2,169
6014028,Beautiful grand home by Downtown,31218043,Ion,,Douglas,41.83618,-87.62082,Private room,86,1,259,2020-03-15,4.13,1,336
6014128,Extended Stay Business  2 bedroom 2 Bath Balcony,3965428,Rob,,Loop,41.87352,-87.62969,Entire home/apt,200,60,3,2015-07-20,0.05,76,365
6039038,05b. Queen futon in Common Room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,25,1,151,2020-03-19,2.44,18,172
6045978,Trendy Roscoe Village 3BD/2B w/fireplace~ Cozy HM2,683529,Joe,,North Center,41.94614,-87.68242,Entire home/apt,299,1,7,2020-03-01,0.12,21,365
6051322,1BD Suite @ The Guesthouse Hotel(2),24705990,Rick,,Uptown,41.97183,-87.66786,Private room,219,3,5,2016-11-28,0.08,12,0
6053269,2BD Suite @The Guesthouse Hotel (2),24705990,Rick,,Uptown,41.97106,-87.66777,Private room,399,3,18,2018-08-03,0.29,12,0
6057908,Lakeview Charmer -with parking!,31673,Cathy,,Lake View,41.93924,-87.65502,Entire home/apt,170,2,212,2020-03-08,3.45,1,323
6065318,"NEW,Roscoe Village,Cubs, Pvt Bath, Pvt Entrance",20374823,Nick,,North Center,41.94851,-87.68291,Private room,59,2,369,2020-03-15,5.90,2,308
6078393,Perfect Family-friendly house,31551384,Rebekah,,North Center,41.9573,-87.68006,Entire home/apt,475,3,21,2019-11-30,0.35,1,5
6086065,Cozy 2 Bedroom Garden Apartment,27005011,Doug,,Logan Square,41.92416,-87.69048,Entire home/apt,119,2,46,2020-02-16,0.78,1,210
6103492,Entire 2 bdrm english garden apt*block 2trains&I94,31669178,Donna,,Portage Park,41.9595,-87.74891,Entire home/apt,66,30,5,2020-06-06,0.08,4,363
6104268,Light-Filled Condo near Wicker Park with City Views,31673336,Tess,,West Town,41.90156,-87.66375,Entire home/apt,59,3,139,2020-06-11,2.23,1,356
6112891,Furnished Gold Coast Studio #724,2153,Linda,,Near North Side,41.90361,-87.63327,Entire home/apt,59,7,4,2020-02-29,0.07,4,2
6129236,"Charming, warm, & centrally located",21016389,Karin,,West Town,41.89671,-87.6562,Private room,76,2,124,2020-03-15,2.04,2,125
6153674,Trendy Roscoe Village 3BD/2BA w/Fireplace Cozy VN1,683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,299,2,16,2020-02-16,0.31,21,365
6154243,Apartment w/ private parking,22960338,Juan,,Hermosa,41.92272,-87.73587,Entire home/apt,100,3,62,2020-03-16,1.00,1,353
6156931,★MUST LOCATION 2 BEDROOMS + 2 BATH FANTASTIC VIEW★,3965428,Rob,,Loop,41.88626,-87.61632,Entire home/apt,171,60,14,2017-08-31,0.22,76,364
6166734,Granville Guest Suite,2233990,Jenn,,Edgewater,41.99484,-87.66184,Private room,90,1,59,2019-10-22,1.02,1,0
6185638,Private Room One block from blue line,12365760,Greg,,Avondale,41.94208,-87.71685,Private room,51,1,153,2019-10-20,2.47,1,0
6214121,Quiet 1 bedroom 2 blocks to Wrigley,32222555,Kristofer,,Lake View,41.94334,-87.65343,Private room,90,1,14,2018-08-13,0.23,2,0
6229085,Upscale Condo in the Heart of West Town,4070322,Erik,,West Town,41.89364,-87.66483,Entire home/apt,399,2,75,2020-03-16,1.46,1,0
6232258,Cozy Condo in Charming Neighborhood w/ Laundry,32336500,Samson,,Humboldt Park,41.91058,-87.7087,Entire home/apt,52,3,190,2020-05-18,3.07,2,356
6246314,Luxury 2 Bed 2 Bath House,32432545,Peter,,West Town,41.91165,-87.6923,Entire home/apt,255,3,141,2020-03-15,2.37,1,256
6274340,U of C fully furnished rooms,12728248,Judy,,Hyde Park,41.79728,-87.58833,Private room,110,15,5,2019-12-14,0.10,2,73
6277018,Lovely + Spacious Boulevard Room,16831551,Jocelyn,,Logan Square,41.91637,-87.7005,Private room,129,2,18,2019-03-17,0.30,1,364
6288917,"Ideal for Families, Medical Interns , Small Groups",20449664,John,,Dunning,41.9431,-87.79461,Private room,125,2,17,2019-10-24,0.36,4,270
6321615,Quiet space in busy Bucktown,32895726,Maria,,Logan Square,41.92409,-87.68419,Private room,60,4,54,2020-04-04,0.89,1,113
6325307,Solar Powered 4 Bed/3.5 Ba for Families,27894580,Jonathan,,Albany Park,41.96318,-87.70387,Entire home/apt,299,3,11,2019-07-21,0.18,1,0
6359332,Stunning LUX APT in River North,33127842,Kari,,Near North Side,41.88806,-87.63422,Entire home/apt,164,30,3,2020-02-17,0.14,27,317
6362890,Gold Coast Modern One bdrm Gorgeous view,7775903,Chelsi & Serhat,,Near North Side,41.90974,-87.63133,Entire home/apt,80,28,17,2020-03-21,0.28,1,299
6363328,Cozy studio in amazing location,33154489,Sara,,Lincoln Square,41.96945,-87.69439,Entire home/apt,59,3,169,2020-05-20,2.85,1,23
6365974,Cute cozy cottage 20 min 2 downtown,31669178,Donna,,Hegewisch,41.65156,-87.54165,Entire home/apt,99,2,30,2020-03-01,0.49,4,157
6374350,Spacious garden level suite,6700231,Petra,,North Center,41.94782,-87.68428,Private room,78,2,109,2020-03-16,1.82,1,307
6374890,Bright 1bd in Ukrainian / Humboldt,33221491,Mary,,West Town,41.8984,-87.69673,Entire home/apt,85,2,46,2020-05-08,0.75,1,185
6375348,Convenient Quiet Oasis near Downtown and Beach,16050215,Terryon,,Douglas,41.8324,-87.61058,Private room,70,3,177,2020-03-08,2.89,1,261
6376734,NEW 2BEDROOM 2BATHROOM GREAT LOCATION South Loop,3965428,Rob,,Loop,41.87207,-87.62999,Entire home/apt,133,60,2,2016-08-02,0.03,76,365
6378085,"Irving Park comfort, Disinfected assured",33245101,Rosa,,Irving Park,41.95133,-87.70485,Entire home/apt,82,2,22,2020-06-03,2.80,1,126
6391342,Close to Downtown and United Center,24673972,Kok Keng,,West Town,41.89259,-87.66999,Private room,80,2,28,2016-08-01,0.50,1,0
6396451,University Village Condo,33352393,Andrew,,Near West Side,41.86159,-87.64795,Entire home/apt,150,2,25,2017-08-20,0.40,1,0
6419072,Unique and Cozy updated home,7430573,Melissa,,Irving Park,41.95576,-87.72881,Entire home/apt,69,6,8,2017-10-14,0.19,1,0
6419804,1BR Garden Unit near DePaul - Cozy & Sanitized!,33491859,Chelsea And Jim,,Lincoln Park,41.92322,-87.64934,Entire home/apt,94,2,3,2020-06-14,0.94,1,12
6423299,Trendy Living in Chicago's Coolest Airbnb Art Gallery Condo,5228189,Matthew,,West Town,41.89681,-87.65513,Entire home/apt,280,1,210,2020-04-06,3.41,5,335
6426005,Cat & Baseball Lovers Special,3621097,Marcus,,Lake View,41.94571,-87.65136,Entire home/apt,200,1,35,2018-07-29,0.57,3,0
6447131,River North's Finest - Monthly Bookings Only,5640784,Dean,,Near North Side,41.89592,-87.63466,Entire home/apt,132,31,188,2019-10-27,3.06,2,141
6460914,Cozy cottage in Chicago - dog friendly.,8759336,Patrice,,West Ridge,42.00663,-87.68544,Entire home/apt,82,5,28,2019-12-29,0.47,1,0
6463650,Hyde Park/Kenwood Coach House,5007312,Jay,,Kenwood,41.80852,-87.59589,Private room,165,3,26,2019-10-21,0.45,1,365
6472628,Pilsen Arts Custom Home,33813743,Zandra,,Lower West Side,41.84968,-87.67627,Private room,39,2,40,2019-10-24,0.65,3,359
6480445,Tree top 2nd floor 3 bedrm Apt,28172807,Sadie Rose And Patrick,,Avondale,41.93521,-87.71096,Entire home/apt,115,2,130,2020-03-22,2.63,2,354
6488146,Lux Furnished housing KING BED+Master Bathroom,3965428,Rob,,Loop,41.88745,-87.61732,Entire home/apt,300,30,6,2020-05-29,0.10,76,353
6499322,Sweet Home Chicago,33870996,Yvonne,,Armour Square,41.8503,-87.6324,Entire home/apt,99,2,178,2020-02-16,2.90,3,90
6504170,West Town Traveler's Lodge,4591141,Moudi,,West Town,41.90064,-87.67056,Entire home/apt,67,7,510,2020-06-01,8.28,2,7
6515667,2BD/1B Old Town!   Walk to North Ave. Beach & Zoo,683529,Joe,,Lincoln Park,41.91268,-87.63895,Entire home/apt,239,2,43,2020-03-13,0.73,21,361
6524346,Private 2-Bedroom Floor in Vintage Home,34121377,Elaine,,Hyde Park,41.79119,-87.59099,Private room,90,2,30,2019-08-25,0.49,1,89
6528643,2bd/2b close to EL-shopping-dining-cafes,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,199,2,21,2020-02-16,0.40,21,355
6528832,2BD/2BA  2 blks to EL-Lincoln Pk Zoo-walk to beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,199,2,26,2019-11-25,0.52,21,362
6528867,2BD/2BA 2 blck to EL-Walk to Zoo & Beach,683529,Joe,,Lincoln Park,41.91285,-87.63864,Entire home/apt,259,2,21,2019-12-30,0.42,21,362
6528967,Roscoe 3BD/2BA walk to shops/cafes (vn2),683529,Joe,,North Center,41.94078,-87.68115,Entire home/apt,309,2,17,2020-02-15,0.35,21,364
6552046,Home away from Home.,33813743,Zandra,,Lower West Side,41.84807,-87.67648,Shared room,25,2,22,2019-09-21,0.36,3,347
6553226,Amazing Wicker Park Spring Factory Conversion,2392656,Brett,,West Town,41.90223,-87.67265,Entire home/apt,175,3,73,2020-03-16,1.21,1,15
6553796,Beautiful House with Garage 15 mins to downtown,1799148,Joseph,,South Chicago,41.7397,-87.55166,Entire home/apt,155,2,2,2019-10-24,0.24,1,265
6570622,Unique Lincoln Park Apartment,11072965,Tabitha,,Lincoln Park,41.91882,-87.65416,Entire home/apt,117,3,19,2017-04-16,0.33,1,0
6576714,Private BR;Parking by UofC/HydePark,34396037,Kristy And Shaunte,,Woodlawn,41.77699,-87.59742,Private room,55,1,103,2019-10-29,1.71,1,315
6577697,Classic Meets Contemporary Logan SQ,30286559,Marco,,Logan Square,41.93129,-87.70828,Entire home/apt,175,2,3,2016-06-20,0.05,1,12
6585861,"Clean, safe and family-friendly",3711986,Guy,,Lincoln Square,41.97005,-87.68436,Entire home/apt,285,2,19,2018-07-15,0.31,1,10
6588681,Logan Square Studio,5212119,Mark,,Logan Square,41.93013,-87.70236,Entire home/apt,85,2,282,2020-06-14,4.59,1,292
6612044,Private suite in Lincoln Square,11581930,Beatrice,,Lincoln Square,41.9715,-87.69707,Entire home/apt,85,2,201,2019-12-01,3.27,1,327
6622853,Condo in Perfect Lincoln Park Location,3666952,Lacey,,Lincoln Park,41.91601,-87.64446,Entire home/apt,150,3,136,2020-04-05,2.25,1,261
6644005,Boutique Design Condo with Rooftop Terrace,21924626,Nathan,,Lake View,41.94197,-87.64853,Entire home/apt,399,1,37,2019-11-30,0.63,2,120
6644524,Marine Layer Loft,34778026,Marine Layer,,West Town,41.91276,-87.6782,Entire home/apt,300,1,111,2020-03-15,1.85,1,259
6654182,"1 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90274,-87.63303,Entire home/apt,79,31,59,2019-11-23,0.99,2,365
6655683,Duplex Apartment 4 bd 3 bath + Yard,8206596,Jonathan,,Rogers Park,42.00232,-87.66686,Entire home/apt,395,3,19,2019-11-17,0.32,2,43
6671151,Uptown Gem-Large Fully Renovated 2Bed/2Bath Condo,34916049,Dan,,Uptown,41.96875,-87.66129,Entire home/apt,199,4,9,2017-01-01,0.15,2,0
6673071,Entire Luxury Townhome Lincoln Park/DePaul,31719241,Susan,,Lincoln Park,41.92909,-87.66318,Entire home/apt,699,30,28,2019-05-24,0.46,1,179
6686012,2BR Bursting w/ Character in Hip Logan Square!,25505766,Danielle,,Logan Square,41.92455,-87.70258,Entire home/apt,100,2,278,2020-02-17,4.62,3,348
6690014,1 Bedroom Apt in Great Location!,35015726,Michelle,,Lake View,41.93914,-87.64185,Entire home/apt,199,2,11,2019-10-20,0.18,1,0
6693367,Uptown Gem-Private Room & Bathroom-Free Parking,34916049,Dan,,Uptown,41.96941,-87.66022,Private room,99,2,197,2020-02-16,3.22,2,137
6699565,Welcoming All: Tudor Home Warm Community 1W,20449664,John,,Dunning,41.94108,-87.79586,Private room,90,3,4,2016-08-22,0.07,4,270
6703210,"Room On Quiet, Convenient Street in Wicker/Buck",21813711,Aaron,,West Town,41.91225,-87.67394,Private room,95,1,123,2020-03-04,2.01,1,220
6705053,PRIVATE & SAFE |PARKING IN BLDG | 3BR Penthouse Sky Loft Pool & Gym Panoramic Views BY ENVITAE,71423,Anthony,,Loop,41.88662,-87.61565,Entire home/apt,345,3,116,2020-05-25,1.90,3,192
6712154,Fabulous & Rarely Available Andersonville 2br/2ba,1678121,Robert,,Edgewater,41.98557,-87.6692,Entire home/apt,150,3,2,2019-07-24,0.03,1,0
6713251,Trendy Roscoe Village 2BD/2BA w/Fireplace Cozy,683529,Joe,,North Center,41.94099,-87.68047,Entire home/apt,275,2,20,2018-10-23,0.38,21,356
6716477,"3BD/2BA Perfect 4 Families,walk to shops/cafes",683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,199,2,20,2019-12-02,0.34,21,362
6716705,3BD/2BA (vs2) Perfect 4 Families/walk to shops,683529,Joe,,North Center,41.94072,-87.68115,Entire home/apt,249,2,27,2020-03-15,0.47,21,364
6717327,Cozy and unique bungalow,9198294,Mehrdad,,North Park,41.97581,-87.71247,Entire home/apt,75,2,16,2019-11-24,0.26,1,0
6724355,Cozy 2 Bedroom Private Level,32200299,Nate,,Woodlawn,41.78355,-87.61363,Private room,57,2,120,2020-03-21,2.00,3,353
6729727,Classic Chicago Greystone Apt. ( Support a Cause),35241159,Oliver,,Uptown,41.97002,-87.65677,Private room,99,1,147,2020-03-14,2.41,2,170
6732036,Spacious unique artist's home in Pilsen,34217631,Kenneth,,Lower West Side,41.85568,-87.64582,Entire home/apt,180,2,82,2019-10-23,1.36,1,41
6736478,King Ahasuerus Suite,4010906,Bobbie,,Grand Boulevard,41.81974,-87.61465,Private room,115,2,3,2019-10-22,0.05,7,365
6741808,"Lakeview | Great for long-term stays, WFH option",43691,Christopher,,Lake View,41.9387,-87.65404,Entire home/apt,139,3,132,2020-03-08,5.29,1,361
6747002,Beautiful Chicago Bungalow,35325047,Tracy,,North Center,41.94097,-87.68647,Entire home/apt,425,2,0,,,1,365
6750168,Hip Homebase to Explore Chicago - 2br entire apt,1649647,Bianca,,West Town,41.91345,-87.6677,Private room,80,2,197,2020-06-05,3.28,5,359
6757098,CHARMING NEIGHBORHOOD 2BR APT!,1649647,Bianca,,West Town,41.89351,-87.67486,Entire home/apt,99,2,195,2019-12-26,3.23,5,351
6763627,Sunny Mediterranean Manor <3,5113146,Holly (Nickname Cyan),,Logan Square,41.9219,-87.71702,Private room,49,3,17,2019-08-05,0.35,1,1
6764230,Comfortable Air mattress in Living room,35411575,David,,Washington Park,41.78632,-87.62237,Private room,50,1,30,2019-10-21,0.50,2,365
6764244,Cozy lil' gem apartment in Logan Square,4437497,Dave & Anna,,Logan Square,41.91916,-87.7099,Entire home/apt,75,4,87,2019-11-01,1.42,1,323
6764833,Private Room for Frugal traveller,35411575,David,,Washington Park,41.7857,-87.62109,Private room,65,1,58,2019-10-14,0.95,2,365
6768827,Space of Grace,4010906,Bobbie,,Grand Boulevard,41.81833,-87.61304,Private room,88,2,11,2019-06-03,0.18,7,365
6774898,Apartment in Roscoe Village,18004005,Bart,,Lake View,41.94156,-87.67332,Entire home/apt,99,5,7,2018-08-02,0.12,1,0
6780171,Roscoe Village 2BD/1BA Fireplace E1,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,275,2,18,2020-03-09,0.33,21,365
6782452,Entire floor urban retreat private guest suite,35506107,Eileen,,Edgewater,41.97805,-87.66153,Private room,80,3,192,2020-03-13,6.14,1,190
6782887,PARKING IN BUILDING | 2b/2b Next to Magnificent Mile & WaterTower w/ Balcony,71423,Anthony,,Near North Side,41.89143,-87.62584,Entire home/apt,232,3,166,2020-03-08,2.73,3,170
6790448,Bunk bed room in Logan Square!,34317953,Carrie,,Logan Square,41.92897,-87.72047,Private room,46,2,10,2020-02-16,0.16,1,0
6793653,4BD/2BA Suite w/Fireplace (re2) Perfect 4 Families,683529,Joe,,North Center,41.9435,-87.67674,Entire home/apt,339,2,15,2020-03-15,0.26,21,355
6811019,Jasper Room Chicago 20 min to OHare,33737791,Jasper,,Jefferson Park,41.97025,-87.75274,Private room,85,1,43,2019-09-14,0.71,1,365
6821346,Center of the Universe,32717482,Jason,,West Town,41.90963,-87.67643,Entire home/apt,200,2,0,,,1,0
6830348,❤️$1700 MAY Deals!  Homely Hidden Gem w/ Parking,35781467,Ariel & Sonia,,Jefferson Park,41.96839,-87.76679,Entire home/apt,60,1,137,2020-05-03,3.31,6,254
6831232,Small Studio in Wrigleyville,8722548,Katie,,Lake View,41.95226,-87.65231,Entire home/apt,150,2,16,2017-08-27,0.27,1,0
6832650,Logan Square 3 BED/2 BATH 2FL Flat,1830992,Derek,,Logan Square,41.9219,-87.71012,Entire home/apt,200,2,14,2017-07-02,0.23,1,0
6843452,Spacious town home in Wicker Park,15494677,Jen,,West Town,41.89747,-87.66397,Entire home/apt,200,2,9,2018-07-22,0.15,2,0
6846209,Rogue Philanthropy Manor,35874075,Denise,,Humboldt Park,41.90667,-87.71429,Private room,55,2,87,2019-10-20,1.44,1,364
6853688,2BD/1BA Suite w/Fireplace (hp1) FREE PARKING!!,683529,Joe,,North Center,41.93723,-87.6828,Entire home/apt,250,2,15,2020-02-17,0.30,21,343
6853914,4 BD/2 BA Suite w/Fireplace (hp2),683529,Joe,,North Center,41.93723,-87.6828,Entire home/apt,405,2,17,2019-10-20,0.31,21,361
6854069,Lincoln Park 1BD/1BA Apt (1f),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,199,2,43,2020-01-21,0.81,21,362
6855475,420 Friendly Rm1 The Windy City Suite -Patio/Grill,35342456,Roberto,,Portage Park,41.9399,-87.75563,Private room,45,1,50,2019-10-20,0.83,16,365
6863046,Lincoln Park 2BD/1BA Fireplace #1r,683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,225,2,19,2020-03-15,0.33,21,358
6863178,Lincoln Park 4BD/2BA Fireplace (2),683529,Joe,,Lincoln Park,41.92751,-87.65011,Entire home/apt,379,3,37,2020-03-08,0.72,21,334
6881079,Modern Historian in Hip Ravenswood,1681963,Amanda,,Uptown,41.96251,-87.6713,Private room,100,2,45,2020-03-15,0.89,2,178
6884198,Lovely 2 BR in Safe Neighborhood,28262338,Shmuel,,North Park,41.99264,-87.72187,Entire home/apt,74,1,77,2019-08-22,1.28,1,0
6895813,Beautiful One Bedroom - Gold Coast,36133761,Amanda,,Near North Side,41.90592,-87.62922,Entire home/apt,76,1,147,2020-06-07,2.44,1,183
6897078,Stylish First Flr. Studio. Best Location Division+Hermitage.,36140345,Melissa,,West Town,41.90281,-87.67216,Entire home/apt,139,3,138,2020-01-04,2.35,2,262
6925326,Logan Square- Blue & Red,36300208,Maria,,Avondale,41.93313,-87.72845,Private room,35,4,14,2019-10-13,0.23,9,294
6957805,"Teal Room - King Bed, near CTA, 20min to Downtown",22608682,Ryan,,East Garfield Park,41.88302,-87.7096,Private room,22,3,428,2020-05-08,7.81,9,352
6967492,Logan Square -Green Room,36300208,Maria,,Avondale,41.93306,-87.72851,Private room,38,4,10,2019-12-16,0.16,9,364
6972944,Celebracio`n Special Events,4010906,Bobbie,,Grand Boulevard,41.81922,-87.61498,Private room,500,1,0,,,7,365
6975132,Mayfair 2BR near Blue Line (Monthly availability),36549783,Jeffrey,,Irving Park,41.9641,-87.73456,Entire home/apt,125,2,43,2020-03-29,0.73,12,175
6975423,Private room queen bed (K3),36549783,Jeffrey,,Irving Park,41.96382,-87.73494,Private room,59,3,14,2019-10-14,0.24,12,270
6990105,Great location.,33605887,Ewa,,West Town,41.90214,-87.66536,Entire home/apt,85,1,399,2020-06-14,11.20,2,74
6991262,Humboldt Park Hideaway,36654291,Robert & Kolby,,Humboldt Park,41.90872,-87.70736,Private room,47,2,199,2020-02-23,3.62,1,167
6993421,Spacious Old Town Condo 2 BD/1 BA,22550008,Alex & Annie,,Near North Side,41.90325,-87.63313,Entire home/apt,124,30,109,2020-01-25,1.81,1,98
6994290,Loft like space in Logan Square,15013308,Christina,,Logan Square,41.91762,-87.69539,Entire home/apt,90,2,77,2019-12-20,1.34,1,339
7002438,Loft Overlooking Chicago Skyline,14972711,Karina,,West Town,41.89165,-87.67658,Entire home/apt,350,2,3,2017-05-21,0.05,1,0
7004149,Logan Square - Teal & Grey Room,36300208,Maria,,Avondale,41.93481,-87.72972,Private room,33,4,5,2019-05-31,0.09,9,294
7025225,Trendy Space Close to WickerPark@Ukrainian Village,29716517,Ronaldo And Carla,,West Town,41.89859,-87.69006,Private room,52,1,186,2020-06-17,3.27,2,75
7044056,Quiet 2 bedroom/1 bath & Garage in my shared home,36865855,Javier,,West Town,41.89491,-87.66811,Private room,110,3,28,2019-09-15,0.47,1,0
7065055,Location! Location! (Private Bdr in Hot West Loop),6458878,Liridon,,Near West Side,41.87709,-87.6472,Private room,99,2,29,2019-06-01,0.48,1,0
7067466,"Comfortable, unique  space in Lakeview area.",7487276,Margaret,,North Center,41.94869,-87.6771,Private room,98,2,53,2019-10-14,1.08,1,359
7070958,"Bright, spacious sanctuary duplex, modern hacienda",30226970,Irma,,West Town,41.89039,-87.68407,Entire home/apt,210,5,3,2017-10-11,0.07,1,72
